"S.NO","Hotspot Name","Hotspot Location","Vehicle Type","Parking Charge"
"4931","Kudle Beach","Gokarna, Karnataka, India","Tempo Traveller 12 Seater","50"
"4932","Kudle Beach","Gokarna, Karnataka, India","Innova Crysta 6+1","30"
"4933","Kudle Beach","Gokarna, Karnataka, India","Innova","30"
"4934","Kudle Beach","Gokarna, Karnataka, India","Sedan","30"
"4935","Half Moon Beach","Gokarna, Karnataka, India","VOLVO - 43 SEATER","150"
"4936","Half Moon Beach","Gokarna, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"4937","Half Moon Beach","Gokarna, Karnataka, India","LEYLAND - 40 SEATER","150"
"4938","Half Moon Beach","Gokarna, Karnataka, India","LEYLAND - 36 SEATER","150"
"4939","Half Moon Beach","Gokarna, Karnataka, India","BENZ- 26 SEATER","150"
"4940","Half Moon Beach","Gokarna, Karnataka, India","INNOVA CRYSTA 7+1","20"
"4941","Half Moon Beach","Gokarna, Karnataka, India","INNOVA 7+1","20"
"4942","Half Moon Beach","Gokarna, Karnataka, India","MUV 6+1","20"
"4943","Half Moon Beach","Gokarna, Karnataka, India","Tempo Traveller 12 Seater","30"
"4944","Half Moon Beach","Gokarna, Karnataka, India","Innova Crysta 6+1","20"
"4945","Half Moon Beach","Gokarna, Karnataka, India","Innova","20"
"4946","Half Moon Beach","Gokarna, Karnataka, India","Sedan","20"
"4947","Om Beach Gokarna","Gokarna, Karnataka, India","VOLVO - 43 SEATER","150"
"4948","Om Beach Gokarna","Gokarna, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"4949","Om Beach Gokarna","Gokarna, Karnataka, India","LEYLAND - 40 SEATER","150"
"4950","Om Beach Gokarna","Gokarna, Karnataka, India","LEYLAND - 36 SEATER","150"
"4951","Om Beach Gokarna","Gokarna, Karnataka, India","BENZ- 26 SEATER","150"
"4952","Om Beach Gokarna","Gokarna, Karnataka, India","INNOVA CRYSTA 7+1","60"
"4953","Om Beach Gokarna","Gokarna, Karnataka, India","INNOVA 7+1","60"
"4954","Om Beach Gokarna","Gokarna, Karnataka, India","MUV 6+1","60"
"4955","Om Beach Gokarna","Gokarna, Karnataka, India","Tempo Traveller 12 Seater","80"
"4956","Om Beach Gokarna","Gokarna, Karnataka, India","Innova Crysta 6+1","60"
"4957","Om Beach Gokarna","Gokarna, Karnataka, India","Innova","60"
"4958","Om Beach Gokarna","Gokarna, Karnataka, India","Sedan","60"
"4959","Hilltop Sunset View","Gokarna, Karnataka, India","VOLVO - 43 SEATER","150"
"4960","Hilltop Sunset View","Gokarna, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"4961","Hilltop Sunset View","Gokarna, Karnataka, India","LEYLAND - 40 SEATER","150"
"4962","Hilltop Sunset View","Gokarna, Karnataka, India","LEYLAND - 36 SEATER","150"
"4963","Hilltop Sunset View","Gokarna, Karnataka, India","BENZ- 26 SEATER","150"
"4964","Hilltop Sunset View","Gokarna, Karnataka, India","INNOVA CRYSTA 7+1","20"
"4965","Hilltop Sunset View","Gokarna, Karnataka, India","INNOVA 7+1","20"
"4966","Hilltop Sunset View","Gokarna, Karnataka, India","MUV 6+1","20"
"4967","Hilltop Sunset View","Gokarna, Karnataka, India","Tempo Traveller 12 Seater","20"
"4968","Hilltop Sunset View","Gokarna, Karnataka, India","Innova Crysta 6+1","20"
"4969","Hilltop Sunset View","Gokarna, Karnataka, India","Innova","20"
"4970","Hilltop Sunset View","Gokarna, Karnataka, India","Sedan","20"
"4971","Mirjan Fort","Gokarna, Karnataka, India","VOLVO - 43 SEATER","150"
"4972","Mirjan Fort","Gokarna, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"4973","Mirjan Fort","Gokarna, Karnataka, India","LEYLAND - 40 SEATER","150"
"4974","Mirjan Fort","Gokarna, Karnataka, India","LEYLAND - 36 SEATER","150"
"4975","Mirjan Fort","Gokarna, Karnataka, India","BENZ- 26 SEATER","150"
"4976","Mirjan Fort","Gokarna, Karnataka, India","INNOVA CRYSTA 7+1","60"
"4977","Mirjan Fort","Gokarna, Karnataka, India","INNOVA 7+1","60"
"4978","Mirjan Fort","Gokarna, Karnataka, India","MUV 6+1","60"
"4979","Mirjan Fort","Gokarna, Karnataka, India","Tempo Traveller 12 Seater","80"
"4980","Mirjan Fort","Gokarna, Karnataka, India","Innova Crysta 6+1","60"
"4981","Mirjan Fort","Gokarna, Karnataka, India","Innova","60"
"4982","Mirjan Fort","Gokarna, Karnataka, India","Sedan","60"
"4983","Yana Caves","Gokarna, Karnataka, India","VOLVO - 43 SEATER","150"
"4984","Yana Caves","Gokarna, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"4985","Yana Caves","Gokarna, Karnataka, India","LEYLAND - 40 SEATER","150"
"4986","Yana Caves","Gokarna, Karnataka, India","LEYLAND - 36 SEATER","150"
"4987","Yana Caves","Gokarna, Karnataka, India","BENZ- 26 SEATER","150"
"4988","Yana Caves","Gokarna, Karnataka, India","INNOVA CRYSTA 7+1","40"
"4989","Yana Caves","Gokarna, Karnataka, India","INNOVA 7+1","40"
"4990","Yana Caves","Gokarna, Karnataka, India","MUV 6+1","40"
"4991","Yana Caves","Gokarna, Karnataka, India","Tempo Traveller 12 Seater","60"
"4992","Yana Caves","Gokarna, Karnataka, India","Innova Crysta 6+1","40"
"4993","Yana Caves","Gokarna, Karnataka, India","Innova","40"
"4994","Yana Caves","Gokarna, Karnataka, India","Sedan","40"
"4995","Eco Beach Honnavar","Honnavar","VOLVO - 43 SEATER","150"
"4996","Eco Beach Honnavar","Honnavar","BENZ LARGE - 45 SEATER","150"
"4997","Eco Beach Honnavar","Honnavar","LEYLAND - 40 SEATER","150"
"4998","Eco Beach Honnavar","Honnavar","LEYLAND - 36 SEATER","150"
"4999","Eco Beach Honnavar","Honnavar","BENZ- 26 SEATER","150"
"5000","Eco Beach Honnavar","Honnavar","INNOVA CRYSTA 7+1","40"
"5001","Eco Beach Honnavar","Honnavar","INNOVA 7+1","40"
"5002","Eco Beach Honnavar","Honnavar","MUV 6+1","40"
"5003","Eco Beach Honnavar","Honnavar","Tempo Traveller 12 Seater","50"
"5004","Eco Beach Honnavar","Honnavar","Innova Crysta 6+1","40"
"5005","Eco Beach Honnavar","Honnavar","Innova","40"
"5006","Eco Beach Honnavar","Honnavar","Sedan","40"
"5007","Backwaters Boating Honnavar","Honnavar","VOLVO - 43 SEATER","150"
"5008","Backwaters Boating Honnavar","Honnavar","BENZ LARGE - 45 SEATER","150"
"5009","Backwaters Boating Honnavar","Honnavar","LEYLAND - 40 SEATER","150"
"5010","Backwaters Boating Honnavar","Honnavar","LEYLAND - 36 SEATER","150"
"5011","Backwaters Boating Honnavar","Honnavar","BENZ- 26 SEATER","150"
"5012","Backwaters Boating Honnavar","Honnavar","INNOVA CRYSTA 7+1","60"
"5013","Backwaters Boating Honnavar","Honnavar","INNOVA 7+1","60"
"5014","Backwaters Boating Honnavar","Honnavar","MUV 6+1","60"
"5015","Backwaters Boating Honnavar","Honnavar","Tempo Traveller 12 Seater","80"
"5016","Backwaters Boating Honnavar","Honnavar","Innova Crysta 6+1","60"
"5017","Backwaters Boating Honnavar","Honnavar","Innova","60"
"5018","Backwaters Boating Honnavar","Honnavar","Sedan","60"
"5019","Sharavathi Kandla Mangrove Boardwalk","Honnavar","VOLVO - 43 SEATER","150"
"5020","Sharavathi Kandla Mangrove Boardwalk","Honnavar","BENZ LARGE - 45 SEATER","150"
"5021","Sharavathi Kandla Mangrove Boardwalk","Honnavar","LEYLAND - 40 SEATER","150"
"5022","Sharavathi Kandla Mangrove Boardwalk","Honnavar","LEYLAND - 36 SEATER","150"
"5023","Sharavathi Kandla Mangrove Boardwalk","Honnavar","BENZ- 26 SEATER","150"
"5024","Sharavathi Kandla Mangrove Boardwalk","Honnavar","INNOVA CRYSTA 7+1","20"
"5025","Sharavathi Kandla Mangrove Boardwalk","Honnavar","INNOVA 7+1","20"
"5026","Sharavathi Kandla Mangrove Boardwalk","Honnavar","MUV 6+1","20"
"5027","Sharavathi Kandla Mangrove Boardwalk","Honnavar","Tempo Traveller 12 Seater","30"
"5028","Sharavathi Kandla Mangrove Boardwalk","Honnavar","Innova Crysta 6+1","20"
"5029","Sharavathi Kandla Mangrove Boardwalk","Honnavar","Innova","20"
"5030","Sharavathi Kandla Mangrove Boardwalk","Honnavar","Sedan","20"
"5031","Devipattinam Navagraha Temple","Devipattinam","VOLVO - 43 SEATER","150"
"5032","Devipattinam Navagraha Temple","Devipattinam","BENZ LARGE - 45 SEATER","150"
"5033","Devipattinam Navagraha Temple","Devipattinam","LEYLAND - 40 SEATER","150"
"5034","Devipattinam Navagraha Temple","Devipattinam","LEYLAND - 36 SEATER","150"
"5035","Devipattinam Navagraha Temple","Devipattinam","BENZ- 26 SEATER","150"
"5036","Devipattinam Navagraha Temple","Devipattinam","INNOVA CRYSTA 7+1","40"
"5037","Devipattinam Navagraha Temple","Devipattinam","INNOVA 7+1","40"
"5038","Devipattinam Navagraha Temple","Devipattinam","MUV 6+1","40"
"5039","Devipattinam Navagraha Temple","Devipattinam","Tempo Traveller 12 Seater","40"
"5040","Devipattinam Navagraha Temple","Devipattinam","Innova Crysta 6+1","40"
"5041","Devipattinam Navagraha Temple","Devipattinam","Innova","40"
"5042","Devipattinam Navagraha Temple","Devipattinam","Sedan","40"
"5043","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","VOLVO - 43 SEATER","150"
"5044","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","BENZ LARGE - 45 SEATER","150"
"5045","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","LEYLAND - 40 SEATER","150"
"5046","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","LEYLAND - 36 SEATER","150"
"5047","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","BENZ- 26 SEATER","150"
"5048","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","INNOVA CRYSTA 7+1","60"
"5049","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","INNOVA 7+1","60"
"5050","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","MUV 6+1","60"
"5051","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","Tempo Traveller 12 Seater","80"
"5052","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","Innova Crysta 6+1","60"
"5053","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","Innova","60"
"5054","Bhagavati Amman Temple (Kumari Amman)","Kanyakumari, Railway Station|Kanyakumari","Sedan","60"
"5055","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","VOLVO - 43 SEATER","150"
"5056","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","BENZ LARGE - 45 SEATER","150"
"5057","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","LEYLAND - 40 SEATER","15"
"5058","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","LEYLAND - 36 SEATER","150"
"5059","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","BENZ- 26 SEATER","150"
"5060","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","INNOVA CRYSTA 7+1","60"
"5061","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","INNOVA 7+1","60"
"5062","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","MUV 6+1","60"
"5063","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","Tempo Traveller 12 Seater","80"
"5064","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","Innova Crysta 6+1","60"
"5065","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","Innova","60"
"5066","Sunrise & Sunset Point","Kanyakumari, Railway Station|Kanyakumari","Sedan","60"
"5067","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","VOLVO - 43 SEATER","150"
"5068","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","BENZ LARGE - 45 SEATER","150"
"5069","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","LEYLAND - 40 SEATER","150"
"5070","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","LEYLAND - 36 SEATER","150"
"5071","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","BENZ- 26 SEATER","150"
"5072","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","INNOVA CRYSTA 7+1","60"
"5073","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","INNOVA 7+1","60"
"5074","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","MUV 6+1","60"
"5075","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","Tempo Traveller 12 Seater","60"
"5076","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","Innova Crysta 6+1","60"
"5077","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","Innova","60"
"5078","Sunset Point, Kanyakumari","Kanyakumari, Railway Station|Kanyakumari","Sedan","60"
"5079","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","VOLVO - 43 SEATER","200"
"5080","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","BENZ LARGE - 45 SEATER","200"
"5081","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","LEYLAND - 40 SEATER","150"
"5082","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","LEYLAND - 36 SEATER","150"
"5083","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","BENZ- 26 SEATER","150"
"5084","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","INNOVA CRYSTA 7+1","60"
"5085","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","INNOVA 7+1","60"
"5086","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","MUV 6+1","60"
"5087","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","Tempo Traveller 12 Seater","100"
"5088","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","Innova Crysta 6+1","60"
"5089","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","Innova","60"
"5090","Aazhimala Shiva Temple","Trivandrum, Domestic Airport|Trivandrum, Central Railway Station|Trivandrum, Railway Station","Sedan","60"
"5091","Gangaikonda Cholapuram","Gangaikonda Cholapuram","VOLVO - 43 SEATER","150"
"5092","Gangaikonda Cholapuram","Gangaikonda Cholapuram","BENZ LARGE - 45 SEATER","150"
"5093","Gangaikonda Cholapuram","Gangaikonda Cholapuram","LEYLAND - 40 SEATER","150"
"5094","Gangaikonda Cholapuram","Gangaikonda Cholapuram","LEYLAND - 36 SEATER","150"
"5095","Gangaikonda Cholapuram","Gangaikonda Cholapuram","BENZ- 26 SEATER","150"
"5096","Gangaikonda Cholapuram","Gangaikonda Cholapuram","INNOVA CRYSTA 7+1","40"
"5097","Gangaikonda Cholapuram","Gangaikonda Cholapuram","INNOVA 7+1","40"
"5098","Gangaikonda Cholapuram","Gangaikonda Cholapuram","MUV 6+1","40"
"5099","Gangaikonda Cholapuram","Gangaikonda Cholapuram","Tempo Traveller 12 Seater","40"
"5100","Gangaikonda Cholapuram","Gangaikonda Cholapuram","Innova Crysta 6+1","40"
"5101","Gangaikonda Cholapuram","Gangaikonda Cholapuram","Innova","40"
"5102","Gangaikonda Cholapuram","Gangaikonda Cholapuram","Sedan","40"
"5103","Shri Papanaatha Temple","Pattadakal, Karnataka, India","VOLVO - 43 SEATER","150"
"5104","Shri Papanaatha Temple","Pattadakal, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"5105","Shri Papanaatha Temple","Pattadakal, Karnataka, India","LEYLAND - 40 SEATER","150"
"5106","Shri Papanaatha Temple","Pattadakal, Karnataka, India","LEYLAND - 36 SEATER","150"
"5107","Shri Papanaatha Temple","Pattadakal, Karnataka, India","BENZ- 26 SEATER","150"
"5108","Shri Papanaatha Temple","Pattadakal, Karnataka, India","INNOVA CRYSTA 7+1","20"
"5109","Shri Papanaatha Temple","Pattadakal, Karnataka, India","INNOVA 7+1","20"
"5110","Shri Papanaatha Temple","Pattadakal, Karnataka, India","MUV 6+1","20"
"5111","Shri Papanaatha Temple","Pattadakal, Karnataka, India","Tempo Traveller 12 Seater","20"
"5112","Shri Papanaatha Temple","Pattadakal, Karnataka, India","Innova Crysta 6+1","20"
"5113","Shri Papanaatha Temple","Pattadakal, Karnataka, India","Innova","20"
"5114","Shri Papanaatha Temple","Pattadakal, Karnataka, India","Sedan","20"
"5115","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","VOLVO - 43 SEATER","150"
"5116","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"5117","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","LEYLAND - 40 SEATER","150"
"5118","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","LEYLAND - 36 SEATER","150"
"5119","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","BENZ- 26 SEATER","150"
"5120","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","INNOVA CRYSTA 7+1","30"
"5121","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","INNOVA 7+1","30"
"5122","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","MUV 6+1","30"
"5123","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","Tempo Traveller 12 Seater","30"
"5124","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","Innova Crysta 6+1","30"
"5125","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","Innova","30"
"5126","Shri Mallikarjuna Temple","Pattadakal, Karnataka, India","Sedan","30"
"5127","Jambulinga Gudi","Pattadakal, Karnataka, India","VOLVO - 43 SEATER","250"
"5128","Jambulinga Gudi","Pattadakal, Karnataka, India","BENZ LARGE - 45 SEATER","250"
"5129","Jambulinga Gudi","Pattadakal, Karnataka, India","LEYLAND - 40 SEATER","250"
"5130","Jambulinga Gudi","Pattadakal, Karnataka, India","LEYLAND - 36 SEATER","200"
"5131","Jambulinga Gudi","Pattadakal, Karnataka, India","BENZ- 26 SEATER","200"
"5132","Jambulinga Gudi","Pattadakal, Karnataka, India","INNOVA CRYSTA 7+1","80"
"5133","Jambulinga Gudi","Pattadakal, Karnataka, India","INNOVA 7+1","80"
"5134","Jambulinga Gudi","Pattadakal, Karnataka, India","MUV 6+1","80"
"5135","Jambulinga Gudi","Pattadakal, Karnataka, India","Tempo Traveller 12 Seater","120"
"5136","Jambulinga Gudi","Pattadakal, Karnataka, India","Innova Crysta 6+1","80"
"5137","Jambulinga Gudi","Pattadakal, Karnataka, India","Innova","80"
"5138","Jambulinga Gudi","Pattadakal, Karnataka, India","Sedan","80"
"5139","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","VOLVO - 43 SEATER","150"
"5140","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"5141","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","LEYLAND - 40 SEATER","150"
"5142","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","LEYLAND - 36 SEATER","150"
"5143","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","BENZ- 26 SEATER","150"
"5144","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","INNOVA CRYSTA 7+1","10"
"5145","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","INNOVA 7+1","10"
"5146","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","MUV 6+1","10"
"5147","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","Tempo Traveller 12 Seater","20"
"5148","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","Innova Crysta 6+1","10"
"5149","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","Innova","10"
"5150","Sri Kashi vishweshwara Gudi","Pattadakal, Karnataka, India","Sedan","10"
"5151","Shri Durga Temple Complex","Aihole, Karnataka, India","VOLVO - 43 SEATER","150"
"5152","Shri Durga Temple Complex","Aihole, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"5153","Shri Durga Temple Complex","Aihole, Karnataka, India","LEYLAND - 40 SEATER","150"
"5154","Shri Durga Temple Complex","Aihole, Karnataka, India","LEYLAND - 36 SEATER","150"
"5155","Shri Durga Temple Complex","Aihole, Karnataka, India","BENZ- 26 SEATER","150"
"5156","Shri Durga Temple Complex","Aihole, Karnataka, India","INNOVA CRYSTA 7+1","30"
"5157","Shri Durga Temple Complex","Aihole, Karnataka, India","INNOVA 7+1","30"
"5158","Shri Durga Temple Complex","Aihole, Karnataka, India","MUV 6+1","30"
"5159","Shri Durga Temple Complex","Aihole, Karnataka, India","Tempo Traveller 12 Seater","30"
"5160","Shri Durga Temple Complex","Aihole, Karnataka, India","Innova Crysta 6+1","30"
"5161","Shri Durga Temple Complex","Aihole, Karnataka, India","Innova","30"
"5162","Shri Durga Temple Complex","Aihole, Karnataka, India","Sedan","30"
"5163","Chitradurga Fort","Chitradurga, Karnataka, India","VOLVO - 43 SEATER","150"
"5164","Chitradurga Fort","Chitradurga, Karnataka, India","BENZ LARGE - 45 SEATER","150"
"5165","Chitradurga Fort","Chitradurga, Karnataka, India","LEYLAND - 40 SEATER","150"
"5166","Chitradurga Fort","Chitradurga, Karnataka, India","LEYLAND - 36 SEATER","150"
"5167","Chitradurga Fort","Chitradurga, Karnataka, India","BENZ- 26 SEATER","150"
"5168","Chitradurga Fort","Chitradurga, Karnataka, India","INNOVA CRYSTA 7+1","30"
"5169","Chitradurga Fort","Chitradurga, Karnataka, India","INNOVA 7+1","30"
"5170","Chitradurga Fort","Chitradurga, Karnataka, India","MUV 6+1","30"
"5171","Chitradurga Fort","Chitradurga, Karnataka, India","Tempo Traveller 12 Seater","30"
"5172","Chitradurga Fort","Chitradurga, Karnataka, India","Innova Crysta 6+1","30"
"5173","Chitradurga Fort","Chitradurga, Karnataka, India","Innova","30"
"5174","Chitradurga Fort","Chitradurga, Karnataka, India","Sedan","30"
"5175","Bhoo Varaha Swamy Temple","Kallahalli","VOLVO - 43 SEATER","150"
"5176","Bhoo Varaha Swamy Temple","Kallahalli","VOLVO - 43 SEATER","150"
"5177","Bhoo Varaha Swamy Temple","Kallahalli","BENZ LARGE - 45 SEATER","150"
"5178","Bhoo Varaha Swamy Temple","Kallahalli","BENZ LARGE - 45 SEATER","150"
"5179","Bhoo Varaha Swamy Temple","Kallahalli","LEYLAND - 40 SEATER","150"
"5180","Bhoo Varaha Swamy Temple","Kallahalli","LEYLAND - 40 SEATER","150"
"5181","Bhoo Varaha Swamy Temple","Kallahalli","LEYLAND - 36 SEATER","150"
"5182","Bhoo Varaha Swamy Temple","Kallahalli","LEYLAND - 36 SEATER","150"
"5183","Bhoo Varaha Swamy Temple","Kallahalli","BENZ- 26 SEATER","150"
"5184","Bhoo Varaha Swamy Temple","Kallahalli","BENZ- 26 SEATER","150"
"5185","Bhoo Varaha Swamy Temple","Kallahalli","INNOVA CRYSTA 7+1","20"
"5186","Bhoo Varaha Swamy Temple","Kallahalli","INNOVA 7+1","20"
"5187","Bhoo Varaha Swamy Temple","Kallahalli","MUV 6+1","20"
"5188","Bhoo Varaha Swamy Temple","Kallahalli","Tempo Traveller 12 Seater","20"
"5189","Bhoo Varaha Swamy Temple","Kallahalli","Innova Crysta 6+1","20"
"5190","Bhoo Varaha Swamy Temple","Kallahalli","Innova","20"
"5191","Bhoo Varaha Swamy Temple","Kallahalli","Sedan","20"
"5192","Shri Cheluvanarayana Swamy Temple","Melukote","VOLVO - 43 SEATER","150"
"5193","Shri Cheluvanarayana Swamy Temple","Melukote","BENZ LARGE - 45 SEATER","150"
"5194","Shri Cheluvanarayana Swamy Temple","Melukote","LEYLAND - 40 SEATER","150"
"5195","Shri Cheluvanarayana Swamy Temple","Melukote","LEYLAND - 36 SEATER","150"
"5196","Shri Cheluvanarayana Swamy Temple","Melukote","BENZ- 26 SEATER","150"
"5197","Shri Cheluvanarayana Swamy Temple","Melukote","INNOVA CRYSTA 7+1","20"
"5198","Shri Cheluvanarayana Swamy Temple","Melukote","INNOVA 7+1","20"
"5199","Shri Cheluvanarayana Swamy Temple","Melukote","MUV 6+1","20"
"5200","Shri Cheluvanarayana Swamy Temple","Melukote","Tempo Traveller 12 Seater","20"
"5201","Shri Cheluvanarayana Swamy Temple","Melukote","Innova Crysta 6+1","20"
"5202","Shri Cheluvanarayana Swamy Temple","Melukote","Innova","20"
"5203","Shri Cheluvanarayana Swamy Temple","Melukote","Sedan","20"
"5204","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","VOLVO - 43 SEATER","150"
"5205","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","BENZ LARGE - 45 SEATER","150"
"5206","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","LEYLAND - 40 SEATER","150"
"5207","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","LEYLAND - 36 SEATER","150"
"5208","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","BENZ- 26 SEATER","150"
"5209","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","INNOVA CRYSTA 7+1","35"
"5210","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","INNOVA 7+1","35"
"5211","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","MUV 6+1","35"
"5212","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","Tempo Traveller 12 Seater","35"
"5213","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","Innova Crysta 6+1","35"
"5214","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","Innova","35"
"5215","Sri Aadhi Jaganatha Perumal Temple","Tiruppullani","Sedan","35"
"5216","Maragatha Natarajar Sannathi","Utrakosamangai","VOLVO - 43 SEATER","150"
"5217","Maragatha Natarajar Sannathi","Utrakosamangai","BENZ LARGE - 45 SEATER","150"
"5218","Maragatha Natarajar Sannathi","Utrakosamangai","LEYLAND - 40 SEATER","150"
"5219","Maragatha Natarajar Sannathi","Utrakosamangai","LEYLAND - 36 SEATER","150"
"5220","Maragatha Natarajar Sannathi","Utrakosamangai","BENZ- 26 SEATER","150"
"5221","Maragatha Natarajar Sannathi","Utrakosamangai","INNOVA CRYSTA 7+1","50"
"5222","Maragatha Natarajar Sannathi","Utrakosamangai","INNOVA 7+1","50"
"5223","Maragatha Natarajar Sannathi","Utrakosamangai","MUV 6+1","50"
"5224","Maragatha Natarajar Sannathi","Utrakosamangai","Tempo Traveller 12 Seater","80"
"5225","Maragatha Natarajar Sannathi","Utrakosamangai","Innova Crysta 6+1","50"
"5226","Maragatha Natarajar Sannathi","Utrakosamangai","Innova","50"
